Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer,Needed_Humidity,Crop,Days_to_Harvest
119,50,60,7,1000,35,DAP,55,Cotton,169
105,65,45,6.5,900,30,12:32:16 NPK,55,Cotton,169
150,52,55,7.071815852,900,30,50:26:26 NPK,55,Cotton,169
119,80,65,6.5,1000,35,Magnesium Sulphate,55,Cotton,171
134,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,168
104,70,65,7.926504728,500,20,DAP,55,Cotton,172
103,65,63,7.852775554,600,15,Hydrated Lime,55,Cotton,172
103,50,70,6,900,30,DAP,55,Cotton,169
124,50,75,7.5,1000,35,13:32:26 NPK,55,Cotton,171
116,63,50,6.683077995,1000,35,Hydrated Lime,55,Cotton,170
125,45,65,7.330507253,800,25,DAP,55,Cotton,168
117,52,60,7,1000,35,Ferrous Sulphate,55,Cotton,169
124,40,50,6,800,25,DAP,55,Cotton,169
103,65,50,7,1000,35,DAP,55,Cotton,171
130,57,55,6.92993883,900,30,20:20:20 NPK,55,Cotton,167
100,60,79,8.402823506,500,10,DAP,55,Cotton,175
126,51,60,7,1000,35,Ferrous Sulphate,55,Cotton,169
135,55,55,7.49005385,900,30,13:32:26 NPK,55,Cotton,168
105,65,69,7.570042008,500,15,DAP,55,Cotton,173
120,60,52,7.240835174,800,25,Hydrated Lime,55,Cotton,167
120,79,60,7.561313464,600,29,Chilated Micronutrient,55,Cotton,170
143,50,75,7.5,1000,35,13:32:26 NPK,55,Cotton,172
108,65,40,7,800,25,12:32:16 NPK,55,Cotton,170
116,58,65,7.5,800,25,Hydrated Lime,55,Cotton,167
106,80,75,7.5,500,30,DAP,55,Cotton,173
103,76,60,7.853204078,600,26,18:46:00 NPK,55,Cotton,170
109,80,75,7.5,500,30,DAP,55,Cotton,173
101,40,70,6,900,30,Magnesium Sulphate,55,Cotton,170
111,75,55,7.367072319,800,25,12:32:16 NPK,55,Cotton,169
104,59,75,7.413240553,1000,35,MOP,55,Cotton,171
105,80,70,8,600,30,Magnesium Sulphate,55,Cotton,172
140,47,65,7.001516295,800,25,Ferrous Sulphate,55,Cotton,169
100,21,48,7.5,1000,26,13:32:26 NPK,55,Cotton,173
136,45,75,6.5,1000,35,Magnesium Sulphate,55,Cotton,172
115,61,56,6.350983439,900,30,DAP,55,Cotton,167
110,76,73,7.602103665,600,26,Magnesium Sulphate,55,Cotton,171
114,65,60,6.109994658,900,30,DAP,55,Cotton,167
130,56,75,6.837995157,1000,35,Ferrous Sulphate,55,Cotton,170
108,65,65,8,600,15,Magnesium Sulphate,55,Cotton,172
149,40,70,6,900,30,Magnesium Sulphate,55,Cotton,171
112,72,60,6.578280141,900,30,Ferrous Sulphate,55,Cotton,168
110,65,60,6,900,30,DAP,55,Cotton,167
117,60,70,6,900,30,DAP,55,Cotton,167
117,60,55,7.5,800,25,DAP,55,Cotton,167
120,65,77,7.856729374,500,15,Hydrated Lime,55,Cotton,174
110,77,80,8.20458337,500,27,Hydrated Lime,55,Cotton,173
119,65,60,7.5,600,15,DAP,55,Cotton,171
139,59,50,6.962651811,800,25,MOP,55,Cotton,169
114,75,45,6.677399439,900,30,DAP,55,Cotton,170
113,40,55,7.5,900,30,Magnesium Sulphate,55,Cotton,169
100,79,75,7.627060513,500,29,DAP,55,Cotton,173
145,42,60,6.52224326,1000,35,Ferrous Sulphate,55,Cotton,171
101,65,70,7.5,500,15,DAP,55,Cotton,174
103,60,60,6,1000,35,13:32:26 NPK,55,Cotton,169
126,43,50,6,800,25,Hydrated Lime,55,Cotton,169
100,80,40,6,800,25,DAP,55,Cotton,172
100,29,45,6.5,800,34,12:32:16 NPK,55,Cotton,173
102,70,40,6,800,25,12:32:16 NPK,55,Cotton,171
142,55,70,7,900,30,Magnesium Sulphate,55,Cotton,169
110,25,50,6.5,800,30,Magnesium Sulphate,55,Cotton,171
126,55,50,6,800,25,DAP,55,Cotton,168
110,79,75,7.524147921,500,29,DAP,55,Cotton,172
122,42,60,6.483699652,1000,35,Hydrated Lime,55,Cotton,170
113,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,167
140,53,50,6.204813805,800,25,Ammonium Sulphate,55,Cotton,169
120,66,63,8.135416126,600,16,Magnesium Sulphate,55,Cotton,171
100,60,70,7.938971421,600,10,Hydrated Lime,55,Cotton,173
135,55,70,6.921543619,900,30,MOP,55,Cotton,168
150,50,60,7,1000,35,DAP,55,Cotton,171
130,55,65,7.5,800,25,DAP,55,Cotton,167
105,79,45,7.335980121,900,30,DAP,55,Cotton,171
101,55,50,6,800,25,DAP,55,Cotton,168
115,62,50,6.591047056,1000,35,Hydrated Lime,55,Cotton,170
145,60,60,6,1000,35,13:32:26 NPK,55,Cotton,170
115,55,60,7,1000,35,Magnesium Sulphate,55,Cotton,168
111,55,75,6.5,1000,35,DAP,55,Cotton,170
127,55,50,6,800,25,DAP,55,Cotton,168
118,66,55,6.785404077,800,25,Ferrous Sulphate,55,Cotton,168
108,80,65,8.5,500,30,12:32:16 NPK,55,Cotton,172
105,43,50,6,800,25,Hydrated Lime,55,Cotton,169
140,40,65,6.5,800,25,13:32:26 NPK,55,Cotton,170
126,60,55,6.5,900,30,DAP,55,Cotton,167
122,60,60,6,1000,35,13:32:26 NPK,55,Cotton,169
113,76,40,6.611720746,800,25,DAP,55,Cotton,171
142,57,55,7.080399938,900,30,19:19:19 NPK,55,Cotton,168
111,75,65,7.5,1000,35,DAP,55,Cotton,171
143,43,50,6,800,25,Hydrated Lime,55,Cotton,170
146,51,60,7,1000,35,DAP,55,Cotton,170
109,20,50,7.5,1000,25,12:32:16 NPK,55,Cotton,173
124,45,65,7.5,800,25,DAP,55,Cotton,168
110,65,60,6.046002642,900,30,DAP,55,Cotton,167
104,45,55,6.5,900,30,DAP,55,Cotton,169
115,69,65,7.927730292,500,19,DAP,55,Cotton,172
145,56,50,6.296342141,800,25,Ferrous Sulphate,55,Cotton,169
147,42,60,6.525826171,1000,35,Ferrous Sulphate,55,Cotton,171
100,60,54,7.45108292,800,25,DAP,55,Cotton,168
117,65,75,8.5,600,15,12:32:16 NPK,55,Cotton,172
107,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,168
105,25,54,6,700,30,13:32:26 NPK,55,Cotton,172
105,47,65,7.066148351,800,25,Ferrous Sulphate,55,Cotton,168
135,51,65,6.898504734,800,25,Hydrated Lime,55,Cotton,168
111,80,60,7.5,600,30,DAP,55,Cotton,170
108,50,55,6.5,900,30,Magnesium Sulphate,55,Cotton,168
120,64,45,6.5,900,30,12:32:16 NPK,55,Cotton,169
131,48,55,6.5,900,30,Hydrated Lime,55,Cotton,168
113,70,55,7.5,800,25,Magnesium Sulphate,55,Cotton,168
147,42,50,6,800,25,Ferrous Sulphate,55,Cotton,170
120,64,65,7.356489841,1000,35,12:32:16 NPK,55,Cotton,169
100,60,51,6.5,900,30,DAP,55,Cotton,168
114,25,50,6.5,800,30,Magnesium Sulphate,55,Cotton,171
109,70,65,6.570568747,1000,35,DAP,55,Cotton,171
123,36,55,7.321209639,900,31,Magnesium Sulphate,55,Cotton,170
105,64,55,6.526511311,800,25,DAP,55,Cotton,168
137,55,65,7.5,800,25,DAP,55,Cotton,168
105,70,50,6.940230241,1000,35,12:32:16 NPK,55,Cotton,171
107,60,62,6.287737089,1000,35,12:32:16 NPK,55,Cotton,169
100,76,70,8.305915037,600,26,Ferrous Sulphate,55,Cotton,172
109,20,50,7.5,1000,25,12:32:16 NPK,55,Cotton,173
112,22,47,7.5,1000,27,19:19:19 NPK,55,Cotton,172
105,57,65,7.5,800,25,Ferrous Sulphate,55,Cotton,167
100,74,65,7.558535191,500,24,Magnesium Sulphate,55,Cotton,172
103,80,60,6,900,30,12:32:16 NPK,55,Cotton,170
120,60,64,6.480595282,1000,35,12:32:16 NPK,55,Cotton,169
120,75,45,6.594649358,900,30,DAP,55,Cotton,170
105,75,60,8,600,25,12:32:16 NPK,55,Cotton,170
119,80,55,6.5,800,25,12:32:16 NPK,55,Cotton,169
119,80,66,8.399221999,500,30,12:32:16 NPK,55,Cotton,171
130,55,70,7,900,30,Magnesium Sulphate,55,Cotton,168
124,50,75,7.5,1000,35,13:32:26 NPK,55,Cotton,171
113,60,70,8,500,10,12:32:16 NPK,55,Cotton,174
100,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,168
113,65,75,8.5,600,15,12:32:16 NPK,55,Cotton,173
130,59,50,6.844875311,800,25,MOP,55,Cotton,168
105,59,65,7.5,800,25,MOP,55,Cotton,167
114,60,80,8.407234241,500,10,DAP,55,Cotton,175
110,48,55,6.5,900,30,Hydrated Lime,55,Cotton,168
144,40,65,6.5,800,25,13:32:26 NPK,55,Cotton,170
115,66,60,7.803262835,600,16,Ferrous Sulphate,55,Cotton,171
105,46,55,6.5,900,30,Ferrous Sulphate,55,Cotton,169
144,55,65,7.5,800,25,DAP,55,Cotton,168
148,58,50,6.735071044,800,25,Hydrated Lime,55,Cotton,169
109,80,55,6.5,800,25,12:32:16 NPK,55,Cotton,170
111,65,61,7.641017286,600,15,Ferrous Sulphate,55,Cotton,171
149,45,60,6.177439544,1000,35,MOP,55,Cotton,171
131,43,65,7.250614752,800,25,Ammonium Sulphate,55,Cotton,169
119,60,75,7.5,600,10,Magnesium Sulphate,55,Cotton,173
119,40,70,6,900,30,Magnesium Sulphate,55,Cotton,169
132,55,50,6,800,25,DAP,55,Cotton,168
138,45,55,6.5,900,30,DAP,55,Cotton,169
123,56,56,7.38820648,900,30,12:32:16 NPK,55,Cotton,167
108,80,60,6,900,30,12:32:16 NPK,55,Cotton,169
105,64,65,8.034621337,600,14,MOP,55,Cotton,172
100,60,53,6.5,900,30,DAP,55,Cotton,168
115,60,75,7.5,600,10,Magnesium Sulphate,55,Cotton,173
100,61,45,6.5,900,30,Ammonium Sulphate,55,Cotton,169
107,30,50,6,700,35,DAP,55,Cotton,173
145,60,65,7.5,800,25,Magnesium Sulphate,55,Cotton,168
105,64,59,6.048723547,900,30,DAP,55,Cotton,168
120,67,67,7.752626186,500,17,DAP,55,Cotton,172
120,49,65,6.673542534,800,25,MOP,55,Cotton,167
118,71,50,6.679950399,1000,35,12:32:16 NPK,55,Cotton,171
113,30,45,6.5,800,35,12:32:16 NPK,55,Cotton,172
116,63,40,6.610798321,800,25,12:32:16 NPK,55,Cotton,169
100,80,60,7.5,600,30,DAP,55,Cotton,171
100,75,69,8.452690988,600,25,Chilated Micronutrient,55,Cotton,172
100,75,80,8.5,500,25,DAP,55,Cotton,174
101,58,75,7.180686362,1000,35,Hydrated Lime,55,Cotton,171
114,25,50,6.5,800,30,Magnesium Sulphate,55,Cotton,171
115,69,75,8.024696427,600,19,Chilated Micronutrient,55,Cotton,172
127,60,60,6,1000,35,13:32:26 NPK,55,Cotton,169
108,60,55,6.5,900,30,DAP,55,Cotton,168
142,57,75,7.051554478,1000,35,Hydrated Lime,55,Cotton,171
138,58,50,6.706789228,800,25,Hydrated Lime,55,Cotton,168
105,76,45,6.828664545,900,30,DAP,55,Cotton,171
126,56,50,6.327481544,800,25,Ferrous Sulphate,55,Cotton,168
106,63,40,6.752374529,800,25,12:32:16 NPK,55,Cotton,170
143,53,65,7.291579044,800,25,DAP,55,Cotton,168
110,60,51,7.105190929,800,25,MOP,55,Cotton,168
110,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,168
110,72,65,7.005579695,1000,35,DAP,55,Cotton,171
129,40,55,7.44244124,900,30,MOP,55,Cotton,169
127,40,55,7.5,900,30,Magnesium Sulphate,55,Cotton,169
137,55,75,6.5,1000,35,DAP,55,Cotton,171
100,65,75,8.5,600,15,12:32:16 NPK,55,Cotton,173
101,65,75,8.5,600,15,12:32:16 NPK,55,Cotton,173
135,50,75,7.382932984,1000,35,13:32:26 NPK,55,Cotton,171
115,78,60,6.142991682,900,30,13:32:26 NPK,55,Cotton,169
115,58,75,7.261510632,1000,35,MOP,55,Cotton,170
138,50,50,7,800,25,13:32:26 NPK,55,Cotton,169
145,45,60,6.101122676,1000,35,MOP,55,Cotton,171
100,45,60,6.084106806,1000,35,MOP,55,Cotton,170
143,41,75,6.5,1000,35,Ferrous Sulphate,55,Cotton,173
140,40,75,6.5,1000,35,DAP,55,Cotton,173
145,54,70,6.821860059,900,30,MOP,55,Cotton,169
112,50,50,7,800,25,13:32:26 NPK,55,Cotton,168
100,50,50,7,800,25,13:32:26 NPK,55,Cotton,169
120,74,45,6.584837714,900,30,Chilated Micronutrient,55,Cotton,170
130,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
108,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,168
133,40,60,7,1000,35,DAP,55,Cotton,171
100,79,50,6.812799567,1000,35,Ammonium Sulphate,55,Cotton,173
139,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,168
105,75,70,8.486001064,600,25,DAP,55,Cotton,171
117,40,70,6,900,30,Magnesium Sulphate,55,Cotton,169
123,55,75,6.5,1000,35,DAP,55,Cotton,170
106,20,55,7,900,25,DAP,55,Cotton,172
136,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
120,72,72,8.220797875,600,22,DAP,55,Cotton,171
100,27,47,6.5,800,32,50:26:26 NPK,55,Cotton,172
139,54,50,6.093645615,800,25,Chilated Micronutrient,55,Cotton,169
110,60,50,6,1000,35,DAP,55,Cotton,170
100,42,50,6,800,25,Ferrous Sulphate,55,Cotton,170
135,45,75,6.5,1000,35,Magnesium Sulphate,55,Cotton,172
115,77,40,6.468660642,800,25,DAP,55,Cotton,171
145,55,70,6.943696724,900,30,MOP,55,Cotton,169
123,40,65,6.5,800,25,13:32:26 NPK,55,Cotton,169
105,79,60,6,900,30,13:32:26 NPK,55,Cotton,169
105,65,61,7.675394849,600,15,Ferrous Sulphate,55,Cotton,172
106,60,40,6,800,25,12:32:16 NPK,55,Cotton,169
144,40,60,7,1000,35,DAP,55,Cotton,171
125,60,55,6.5,900,30,DAP,55,Cotton,167
105,71,50,6.62512942,1000,35,12:32:16 NPK,55,Cotton,172
100,60,72,7.785712086,600,10,Hydrated Lime,55,Cotton,174
115,65,45,6.5,900,30,12:32:16 NPK,55,Cotton,169
103,76,55,7.276404161,800,25,12:32:16 NPK,55,Cotton,170
109,49,60,6.963222539,1000,35,DAP,55,Cotton,169
115,60,45,6.5,900,30,DAP,55,Cotton,168
105,40,65,6.5,800,25,13:32:26 NPK,55,Cotton,169
135,55,65,7.5,800,25,DAP,55,Cotton,168
110,54,60,7,1000,35,MOP,55,Cotton,169
117,50,55,6.5,900,30,Magnesium Sulphate,55,Cotton,167
150,59,55,6.507035204,900,30,Chilated Micronutrient,55,Cotton,169
114,40,75,6.5,1000,35,DAP,55,Cotton,172
102,67,55,6.946145716,800,25,Ferrous Sulphate,55,Cotton,169
109,65,60,7.5,600,15,DAP,55,Cotton,171
130,57,65,7.5,800,25,Hydrated Lime,55,Cotton,167
103,26,48,6,700,31,Ferrous Sulphate,55,Cotton,172
108,65,65,7.5,1000,35,12:32:16 NPK,55,Cotton,170
120,62,70,7.727270532,600,12,Magnesium Sulphate,55,Cotton,172
111,65,55,6.5,800,25,DAP,55,Cotton,168
105,45,75,6.5,1000,35,Magnesium Sulphate,55,Cotton,172
145,44,60,6.09884199,1000,35,MOP,55,Cotton,171
119,55,65,7.5,800,25,DAP,55,Cotton,167
111,80,80,8,500,30,Magnesium Sulphate,55,Cotton,173
110,64,65,7.450411484,1000,35,12:32:16 NPK,55,Cotton,170
150,53,75,6.5,1000,35,DAP,55,Cotton,172
112,65,80,8,500,15,Magnesium Sulphate,55,Cotton,174
103,80,78,7.810066299,500,30,Hydrated Lime,55,Cotton,174
103,70,40,6,800,25,12:32:16 NPK,55,Cotton,171
100,70,70,8.5,500,20,Magnesium Sulphate,55,Cotton,173
147,57,50,6.536301595,800,25,Hydrated Lime,55,Cotton,169
108,75,45,6.5,900,30,DAP,55,Cotton,170
142,47,65,7.083656112,800,25,Ferrous Sulphate,55,Cotton,169
135,50,60,7,1000,35,DAP,55,Cotton,170
110,20,49,7.5,1000,25,12:32:16 NPK,55,Cotton,173
105,60,80,8.5,500,10,DAP,55,Cotton,175
108,78,55,6.801838286,800,25,12:32:16 NPK,55,Cotton,170
117,67,45,6.963903634,900,30,12:32:16 NPK,55,Cotton,169
146,53,60,7,1000,35,Hydrated Lime,55,Cotton,170
100,75,74,7.68620498,600,25,MOP,55,Cotton,172
101,66,40,6.684731173,800,25,12:32:16 NPK,55,Cotton,170
109,60,40,6.162616939,800,25,12:32:16 NPK,55,Cotton,169
115,74,75,7.544536408,600,24,MOP,55,Cotton,172
114,80,65,6.5,1000,35,Magnesium Sulphate,55,Cotton,171
110,64,80,8.025100043,500,14,MOP,55,Cotton,174
131,45,75,6.5,1000,35,Magnesium Sulphate,55,Cotton,172
100,68,40,6.386584804,800,25,12:32:16 NPK,55,Cotton,171
117,80,80,8,500,30,Magnesium Sulphate,55,Cotton,173
119,65,40,6.932728483,800,25,12:32:16 NPK,55,Cotton,169
115,60,55,7.36606389,800,25,DAP,55,Cotton,167
105,44,60,6.04521867,1000,35,MOP,55,Cotton,170
135,59,75,7.473633026,1000,35,MOP,55,Cotton,171
140,58,70,6.376463367,900,30,Ferrous Sulphate,55,Cotton,168
110,64,65,7.310553331,1000,35,12:32:16 NPK,55,Cotton,170
110,65,55,6.5,800,25,DAP,55,Cotton,168
114,79,65,6.650416891,1000,35,MOP,55,Cotton,171
112,42,75,6.5,1000,35,Ferrous Sulphate,55,Cotton,172
126,55,50,6,800,25,DAP,55,Cotton,168
104,45,70,7,900,30,13:32:26 NPK,55,Cotton,169
120,55,50,6.236821615,800,25,DAP,55,Cotton,167
110,65,64,7.919164352,600,15,MOP,55,Cotton,172
105,60,52,7.23434658,800,25,Hydrated Lime,55,Cotton,168
100,62,50,6.585180498,1000,35,DAP,55,Cotton,171
110,53,60,7,1000,35,Hydrated Lime,55,Cotton,169
105,20,49,7.5,1000,25,12:32:16 NPK,55,Cotton,173
120,49,65,6.635277624,800,25,MOP,55,Cotton,167
118,25,50,6.5,800,30,Magnesium Sulphate,55,Cotton,171
109,65,60,6,900,30,DAP,55,Cotton,168
115,30,45,6.5,800,35,12:32:16 NPK,55,Cotton,172
105,67,45,7.055431706,900,30,12:32:16 NPK,55,Cotton,170
110,71,68,8.268987415,500,21,Magnesium Sulphate,55,Cotton,172
100,80,40,6,800,25,DAP,55,Cotton,172
150,48,60,7,1000,35,DAP,55,Cotton,171
116,48,55,6.5,900,30,MOP,55,Cotton,168
120,62,52,6.725272068,800,25,Ferrous Sulphate,55,Cotton,168
100,75,40,6.870840585,800,25,DAP,55,Cotton,171
110,20,55,7,900,25,DAP,55,Cotton,172
120,68,45,7.106174634,900,30,12:32:16 NPK,55,Cotton,169
120,43,75,6.5,1000,35,MOP,55,Cotton,171
131,40,70,6,900,30,Magnesium Sulphate,55,Cotton,170
143,60,75,7.5,1000,35,Magnesium Sulphate,55,Cotton,171
110,43,60,6.358162718,1000,35,Hydrated Lime,55,Cotton,170
114,45,60,6,1000,35,Magnesium Sulphate,55,Cotton,170
145,41,55,7.171573196,900,30,Hydrated Lime,55,Cotton,170
132,57,70,6.520307701,900,30,Hydrated Lime,55,Cotton,168
105,27,55,7,900,32,MOP,55,Cotton,171
105,67,70,8.020163501,500,17,Hydrated Lime,55,Cotton,173
114,50,65,6.5,800,25,Magnesium Sulphate,55,Cotton,167
140,42,55,7.051906839,900,30,Hydrated Lime,55,Cotton,170
102,70,60,7,900,30,DAP,55,Cotton,169
109,75,55,7.376653603,800,25,12:32:16 NPK,55,Cotton,169
112,70,65,8,500,20,DAP,55,Cotton,172
115,59,59,7.067007614,900,30,12:32:16 NPK,55,Cotton,167
149,40,65,6.528782676,800,25,13:32:26 NPK,55,Cotton,170
105,41,50,6,800,25,DAP,55,Cotton,170
111,71,65,7.810154776,500,21,Ferrous Sulphate,55,Cotton,172
101,26,53,6,700,31,18:46:00 NPK,55,Cotton,172
118,50,75,7.5,1000,35,13:32:26 NPK,55,Cotton,170
101,70,50,7,1000,35,12:32:16 NPK,55,Cotton,172
149,50,60,7,1000,35,DAP,55,Cotton,171
106,58,75,7.149412441,1000,35,Hydrated Lime,55,Cotton,170
117,67,60,7.910082313,600,17,Ferrous Sulphate,55,Cotton,171
110,48,55,6.5,900,30,Hydrated Lime,55,Cotton,168
137,55,75,6.5,1000,35,DAP,55,Cotton,171
149,60,60,6,1000,35,13:32:26 NPK,55,Cotton,170
140,51,65,6.848255467,800,25,Hydrated Lime,55,Cotton,168
117,57,57,7.256994745,900,30,12:32:16 NPK,55,Cotton,166
136,40,55,7.5,900,30,Magnesium Sulphate,55,Cotton,170
100,43,65,7.103457218,800,25,50:26:26 NPK,55,Cotton,169
108,53,70,6.6220867,900,30,Hydrated Lime,55,Cotton,168
119,50,55,6.5,900,30,Magnesium Sulphate,55,Cotton,167
125,40,75,6.5,1000,35,DAP,55,Cotton,172
102,20,50,7.5,1000,25,12:32:16 NPK,55,Cotton,173
114,75,60,8,600,25,12:32:16 NPK,55,Cotton,170
117,52,60,7,1000,35,Hydrated Lime,55,Cotton,169
112,50,75,7.5,1000,35,13:32:26 NPK,55,Cotton,171
127,52,60,7,1000,35,Hydrated Lime,55,Cotton,169
104,60,55,6.5,900,30,DAP,55,Cotton,168
120,60,70,7.992618094,600,10,Hydrated Lime,55,Cotton,173
113,66,45,6.82875161,900,30,12:32:16 NPK,55,Cotton,169
113,70,65,6.5,1000,35,DAP,55,Cotton,170
102,60,45,6.5,900,30,DAP,55,Cotton,169
109,40,70,6,900,30,Magnesium Sulphate,55,Cotton,169
110,75,75,7.5,600,25,Magnesium Sulphate,55,Cotton,172
120,60,64,6.435977081,1000,35,12:32:16 NPK,55,Cotton,169
40,60,75,5.550212713,900,20,Ammonium Sulphate,75,Ginger,263
51,50,60,6.5,1000,25,Urea,75,Ginger,258
57,40,70,6,900,30,DAP,75,Ginger,260
49,60,80,6,900,20,Urea,75,Ginger,262
60,53,66,5.875762004,900,30,Urea,75,Ginger,260
59,40,60,5.5,900,20,Urea,75,Ginger,263
45,55,79,6.439832124,900,20,Ammonium Sulphate,75,Ginger,261
53,60,80,6,900,20,Urea,75,Ginger,262
56,55,65,5.5,900,30,Urea,75,Ginger,260
49,54,80,6.360727927,900,20,Ammonium Sulphate,75,Ginger,261
48,55,60,6,1000,25,DAP,75,Ginger,259
45,58,65,6.120072756,900,30,Hydrated Lime,75,Ginger,260
50,57,72,5.766730546,1000,35,Urea,75,Ginger,261
51,60,65,6.5,900,30,DAP,75,Ginger,260
60,51,75,5.894298606,1000,35,Chilated Micronutrient,75,Ginger,262
44,40,65,6.5,1000,25,Ammonium Sulphate,75,Ginger,260
46,51,80,5.811722068,900,20,Chilated Micronutrient,75,Ginger,261
53,56,60,5.87575543,1000,25,Chilated Micronutrient,75,Ginger,260
58,60,70,6,1000,35,Urea,75,Ginger,262
50,45,80,5.983233783,900,20,Sulphur,75,Ginger,261
52,40,75,5.5,1000,35,Urea,75,Ginger,262
51,50,75,6,1000,35,Ammonium Sulphate,75,Ginger,260
40,49,75,6.061617182,1000,35,Ammonium Sulphate,75,Ginger,262
48,45,70,5.5,900,30,Ammonium Sulphate,75,Ginger,258
40,50,69,6.321257305,900,30,Urea,75,Ginger,259
50,50,80,5.610631737,900,20,Chilated Micronutrient,75,Ginger,260
51,40,60,5.5,900,20,Urea,75,Ginger,262
40,40,70,5.936255669,900,30,Chilated Micronutrient,75,Ginger,261
51,50,65,6,900,30,Ammonium Sulphate,75,Ginger,258
52,55,65,5.5,900,30,Urea,75,Ginger,259
44,50,69,6.350082573,900,30,Urea,75,Ginger,258
48,40,80,6.5,900,20,Ammonium Sulphate,75,Ginger,262
43,60,70,6,1000,35,Urea,75,Ginger,262
46,46,75,6.360018268,1000,35,Chilated Micronutrient,75,Ginger,261
50,46,68,5.679426184,900,30,Ammonium Sulphate,75,Ginger,258
58,50,65,6,900,30,Ammonium Sulphate,75,Ginger,259
52,57,60,5.771362222,1000,25,Chilated Micronutrient,75,Ginger,260
41,42,80,6.248200941,900,20,Ammonium Sulphate,75,Ginger,263
43,40,65,6.5,1000,25,Ammonium Sulphate,75,Ginger,260
44,59,70,5.909201142,1000,35,Urea,75,Ginger,262
55,40,60,5.5,900,20,Urea,75,Ginger,263
52,45,70,5.5,900,30,Ammonium Sulphate,75,Ginger,258
55,40,70,6,900,30,DAP,75,Ginger,260
50,42,75,5.962005804,1000,35,MOP,75,Ginger,261
44,60,75,5.5,900,20,Ammonium Sulphate,75,Ginger,262
55,50,80,5.5,900,20,DAP,75,Ginger,261
44,40,60,5.5,900,20,Urea,75,Ginger,263
57,60,60,5.5,1000,25,Ammonium Sulphate,75,Ginger,261
56,55,60,6,1000,25,DAP,75,Ginger,260
49,49,65,5.990944908,900,30,Ammonium Sulphate,75,Ginger,258
54,59,60,5.563938046,1000,25,Ammonium Sulphate,75,Ginger,261
50,55,75,5.5,1000,35,Urea,75,Ginger,261
52,60,65,6.5,900,30,DAP,75,Ginger,260
43,58,65,6.196650824,900,30,Hydrated Lime,75,Ginger,261
40,54,60,6.038750309,1000,25,DAP,75,Ginger,261
45,47,80,5.792761366,900,20,Chilated Micronutrient,75,Ginger,261
44,45,64,6.076269521,1000,25,Urea,75,Ginger,259
47,55,80,6.5,900,20,Ammonium Sulphate,75,Ginger,261
41,55,75,5.5,1000,35,Urea,75,Ginger,262
47,50,65,6,900,30,Ammonium Sulphate,75,Ginger,258
50,43,75,6.236444236,1000,35,Ferrous Sulphate,75,Ginger,261
49,40,60,5.5,900,20,Urea,75,Ginger,262
54,44,75,6.425568513,1000,35,DAP,75,Ginger,261
52,50,65,6,900,30,Ammonium Sulphate,75,Ginger,258
44,60,80,6,900,20,Urea,75,Ginger,263
40,55,74,5.507579401,1000,35,Urea,75,Ginger,262
40,49,80,5.580550957,900,20,Ferrous Sulphate,75,Ginger,262
45,50,65,6,900,30,Ammonium Sulphate,75,Ginger,258
54,45,70,5.5,900,30,Ammonium Sulphate,75,Ginger,258
40,50,80,5.630103638,900,20,Chilated Micronutrient,75,Ginger,262
52,42,70,5.740580971,900,30,Ammonium Sulphate,75,Ginger,259
57,40,70,6,900,30,DAP,75,Ginger,260
46,55,65,5.5,900,30,Urea,75,Ginger,259
49,55,65,5.5,900,30,Urea,75,Ginger,259
40,41,70,5.832401379,900,30,Chilated Micronutrient,75,Ginger,260
55,45,75,6.5,1000,35,DAP,75,Ginger,261
50,55,60,5.997683988,1000,25,Chilated Micronutrient,75,Ginger,259
41,51,68,6.166500828,900,30,Urea,75,Ginger,259
53,55,80,6.5,900,20,Ammonium Sulphate,75,Ginger,261
50,47,75,6.268697801,1000,35,Chilated Micronutrient,75,Ginger,260
49,44,75,6.419855616,1000,35,DAP,75,Ginger,261
55,58,71,5.826827003,1000,35,Urea,75,Ginger,262
56,45,65,6,1000,25,Urea,75,Ginger,259
48,45,70,5.5,900,30,Ammonium Sulphate,75,Ginger,258
50,40,64,5.72610897,900,24,MOP,75,Ginger,259
51,51,68,6.275395177,900,30,Urea,75,Ginger,257
57,40,80,6.5,900,20,Ammonium Sulphate,75,Ginger,263
54,55,60,5.92957149,1000,25,Chilated Micronutrient,75,Ginger,260
41,40,65,6.5,1000,25,Ammonium Sulphate,75,Ginger,261
60,52,67,5.998367773,900,30,Urea,75,Ginger,260
50,52,67,6.08107455,900,30,Urea,75,Ginger,258
45,44,60,5.585154099,1000,25,Ammonium Sulphate,75,Ginger,260
56,60,70,6,1000,35,Urea,75,Ginger,262
55,52,72,6.209705825,1000,35,Ammonium Sulphate,75,Ginger,261
58,40,75,5.5,1000,35,Urea,75,Ginger,263
54,45,80,5.993452772,900,20,Sulphur,75,Ginger,261
